,n,p,r,num_anchors,TV_err_V,TV_err_U,TV_err_P_hat,TV_err_P,L2_err_V,L2_err_U,L2_err_P_hat,L2_err_P,sim_time,decomp_time,trial,ln_n,ln_TV_err_V,ln_TV_err_U
7,800000,1000,6,2,2.9092176548372644,201.97127129799543,311.8009098811207,168.78028308615222,0.223692748867463,11.217573294466945,2.7287624947729894,0.7850269854711521,9.741010189056396,2.606045961380005,2,13.592367006650065,1.0678841979025708,5.308125465989745
8,800000,1000,6,2,1.4074385065333823,148.49968122937898,304.4402493063735,122.48631207171611,0.0151004473773449,6.097446207793403,2.7028157322966564,0.7642448854036421,9.712255239486694,2.6726973056793213,3,13.592367006650065,0.3417713902253304,5.000582811636942
9,800000,1000,6,2,4.369184265954301,210.87039173495577,307.7539407923171,175.4516158470343,0.3915310947448774,12.139257579077965,2.669144754507057,0.7820828244875777,9.758799076080322,2.7993621826171875,4,13.592367006650065,1.4745763248533983,5.351243687562529
10,800000,1000,6,5,2.620077457600712,174.29442164469953,295.8423571914215,137.16155483831378,0.0838405976541699,8.255501618747946,2.705004519195861,0.5633189298589365,9.885244131088257,2.729585647583008,0,13.592367006650065,0.9632038813057374,5.16074594768049
11,800000,1000,6,5,2.77398439905612,173.00618578605145,305.5085952711848,134.73442302730018,0.0940137879559684,8.102940212356568,2.855519517357024,0.5455403438238563,9.701878309249878,2.628681182861328,1,13.592367006650065,1.0202846978884041,5.153327349847285
12,800000,1000,6,5,0.8700080731429346,141.5482703836078,293.98589875158,125.58429452362223,0.0019960667416146,5.506621419291395,2.6857204121264813,0.5543388714608233,9.830453157424929,2.8062613010406494,2,13.592367006650065,-0.13925278790192425,4.952640792363564
13,800000,1000,6,5,2.451113582539539,169.5534106423543,316.488635809658,140.09059631357349,0.0856139798064405,7.81022193911358,2.987844120241314,0.5661070619598437,9.817439317703249,2.6358203887939453,3,13.592367006650065,0.8965424447776519,5.133167984219249
14,800000,1000,6,5,1.6726149870921987,152.46998519943304,302.6291967642414,133.69482467259922,0.0374683627232434,6.365192347187085,2.8028148831232893,0.5625543998248315,9.770251989364624,2.7844974994659424,4,13.592367006650065,0.5143882622815948,5.026967758311817
15,800000,1000,6,10,5.212873157517096,243.2140454064424,286.1015410848853,145.61648986870333,0.1664162890965771,15.697739434496874,1.4375098380240183,0.3771257850729798,9.720358848571776,2.618566036224365,0,13.592367006650065,1.6511311735346565,5.493941900917997
16,800000,1000,6,10,6.035961888449601,267.17270855288695,285.6499451285891,151.43053409783073,0.200900740327355,18.78571525852393,1.4316319172197278,0.3792690245160374,9.725725173950195,2.6505167484283447,1,13.592367006650065,1.7977352268448472,5.587895297796608
